1852361#Actinomyces bouchesdurhonensis#strain#Marseille-P2825
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
888050#Actinomyces cardiffensis F0333#strain|host|country|isolation_source#F0333|Homo sapiens|United Kingdom|oral
525245#Actinomyces coleocanis DSM 15436#strain|host|culture_collection|isolation_source#DSM 15436|Homo sapiens|DSM:15436|biological product [ENVO:02000043]
525245#Actinomyces coleocanis DSM 15436#strain#DSM 15436
525245#Actinomyces coleocanis DSM 15436#strain|culture_collection#DSM 15436|DSM:15436
469615#Fusobacterium gonidiaformans ATCC 25563#strain|host|culture_collection|type_material|isolation_source#ATCC 25563|Homo sapiens|ATCC:25563|type strain of Fusobacterium gonidiaformans|Tonsil
1307443#Fusobacterium hwasookii ChDC F206#strain|host|culture_collection|plasmid|country|isolation_source|lat_lon|collection_date#ChDC F206|Homo sapiens|KCOM:1258|unnamed|South Korea: Gwangju|subgingival plaque|36.09 N 128.05 E|2005-03-01
1307443#Fusobacterium hwasookii ChDC F206#strain|host|culture_collection|country|isolation_source|lat_lon|collection_date#ChDC F206|Homo sapiens|KCOM:1258|South Korea: Gwangju|subgingival plaque|36.09 N 128.05 E|2005-03-01
1307443#Fusobacterium hwasookii ChDC F206#strain|host|culture_collection|plasmid|country|isolation_source|lat_lon|collection_date#ChDC F206|Homo sapiens|KCOM:1258|unnamed|South Korea: Gwangju|subgingival plaque|36.09 N 128.05 E|2005-03-01
1307443#Fusobacterium hwasookii ChDC F206#strain|host|culture_collection|country|isolation_source|lat_lon|collection_date#ChDC F206|Homo sapiens|KCOM:1258|South Korea: Gwangju|subgingival plaque|36.09 N 128.05 E|2005-03-01
1852365#Fusobacterium massiliense#strain|old_name#Marseille-P2749|Fusobacterium sp. Marseille-P2749
1852365#Fusobacterium massiliense#old_name|strain#Fusobacterium sp. Marseille-P2749|Marseille-P2749
469616#Fusobacterium mortiferum ATCC 9817#strain|host|culture_collection|old_name|isolation_source#ATCC 9817|Homo sapiens|ATCC:9817|Fusobacterium mortiferum|biological product [ENVO:02000043]
469616#Fusobacterium mortiferum ATCC 9817#strain|culture_collection|old_name#ATCC 9817|ATCC:9817|Fusobacterium mortiferum
77917#Fusobacterium naviforme#strain|culture_collection|type_material|country#ATCC 25832|ATCC:25832|type strain of Fusobacterium naviforme|USA: Emory Univ. Hospital, Atlanta, GA, USA
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000005
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000004
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000003
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000002
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000001
858#Fusobacterium necrogenes#strain|serovar|type_material#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000001
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000002
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000003
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000004
858#Fusobacterium necrogenes#strain|serovar|type_material|note#NCTC10723|not available: to be reported later|type strain of Fusobacterium necrogenes|contig: ERS956170SCcontig000005
1095747#Fusobacterium necrophorum subsp. funduliforme ATCC 51357#strain|sub_species|culture_collection#ATCC 51357|funduliforme|ATCC:51357
1739435#Fusobacterium sp. HMSC065F01#strain|host|isolation_source#HMSC065F01|Homo sapiens|wound gastric
190304#Fusobacterium nucleatum subsp. nucleatum ATCC 25586#strain|sub_species#ATCC 25586|nucleatum
1739543#Fusobacterium sp. HMSC064B11#strain|host|isolation_source#HMSC064B11|Homo sapiens|blood central line
1739279#Fusobacterium sp. HMSC064B12#strain|host|isolation_source#HMSC064B12|Homo sapiens|wound r breast
1408439#Fusobacterium perfoetens ATCC 29250#strain|culture_collection#ATCC 29250|ATCC:29250
469599#Fusobacterium periodonticum 2_1_31#strain|host|old_name|isolation_source#2_1_31|Homo sapiens|Fusobacterium sp. 2_1_31|biological product [ENVO:02000043]
469599#Fusobacterium periodonticum 2_1_31#strain|host|old_name#2_1_31|Homo sapiens|Fusobacterium sp. 2_1_31
1278306#Fusobacterium russii ATCC 25533#strain|culture_collection#593A|ATCC:25533
68766#Fusobacterium sp.#isolate|metagenome_source|isolation_source#UBA8871|metagenome|metagenome
936562#Fusobacterium sp. CM21#strain#CM21
671211#Fusobacterium sp. oral taxon 203#strain|host|country|isolation_source|lat_lon|collection_date#W7671|Homo sapiens|United Kingdom: London|curette|51.51 N 0.13 W|16-Nov-2005
861452#Fusobacterium sp. oral taxon 370 str. F0437#strain|host|isolation_source#F0437|Homo sapiens|biological product [ENVO:02000043]
861452#Fusobacterium sp. oral taxon 370 str. F0437#strain#F0437
469617#Fusobacterium ulcerans ATCC 49185#strain|host|culture_collection|isolation_source#ATCC 49185|Homo sapiens|ATCC:49185|biological product [ENVO:02000043]
469617#Fusobacterium ulcerans ATCC 49185#strain|culture_collection#ATCC 49185|ATCC:49185
469618#Fusobacterium varium ATCC 27725#strain|host|culture_collection|plasmid|isolation_source#ATCC 27725|Homo sapiens|ATCC:27725|pFvar_27725|feces
469618#Fusobacterium varium ATCC 27725#strain|host|culture_collection|isolation_source#ATCC 27725|Homo sapiens|ATCC:27725|feces
469618#Fusobacterium varium ATCC 27725#strain|host|culture_collection|plasmid|isolation_source#ATCC 27725|Homo sapiens|ATCC:27725|pFvar_27725|feces
469618#Fusobacterium varium ATCC 27725#strain|host|culture_collection|isolation_source#ATCC 27725|Homo sapiens|ATCC:27725|feces
767029#Pseudopropionibacterium propionicum F0230a#strain|host|old_name|isolation_source#F0230a|Homo sapiens|Propionibacterium propionicum F0230a|biological product [ENVO:02000043]
767029#Pseudopropionibacterium propionicum F0230a#strain|old_name#F0230a|Propionibacterium propionicum F0230a
1326#Streptococcus acidominimus#strain|culture_collection|chromosome|isolation_source|collection_date#NCTC11291|NCTC:11291|1|Soil from a stable|1976
208435#Streptococcus agalactiae 2603V/R#strain|serotype#2603V/R|V
862971#Streptococcus anginosus C238#strain#C238
113107#Streptococcus australis#strain|serovar|chromosome#NCTC13166|not available: to be reported later|1
1579424#Streptococcus azizii#strain|host|country|isolation_source|collection_date|collected_by#12-5291|Mus musculus|USA: New York City|oral cavity|2014|The Forsyth Institute, Cambridge, MA
1856638#Streptococcus bovimastitidis#strain|host|country|isolation_source|lat_lon|collection_date|collected_by#NZ1587|Bos taurus|New Zealand: Motumaoho|Right rear gland|37.7 S 175.45000000000005 E|02-Aug-2012|Scott McDougall
1123298#Streptococcus caballi DSM 19004#strain|host|culture_collection|country|isolation_source|collection_date#DSM 19004|Horse|DSM:19004|Australia|Rectum of horse with oligofructose-induced equine laminitis|27-Feb-2004
1123298#Streptococcus caballi DSM 19004#strain|culture_collection#DSM 19004|DSM:19004
1329#Streptococcus canis#strain|host|country|isolation_source|lat_lon|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|35.653443 N 139.744261 E|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016
1329#Streptococcus canis#strain|host|country|isolation_source|lat_lon|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|35.653443 N 139.744261 E|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016
1329#Streptococcus canis#strain|host|country|isolation_source|lat_lon|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|35.653443 N 139.744261 E|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source#TA4|Homo sapiens|Japan:Tokyo|blood
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016
1329#Streptococcus canis#strain|host|country|isolation_source|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|2016-07-15
1329#Streptococcus canis#strain|host|country|isolation_source|lat_lon|collection_date#TA4|Homo sapiens|Japan:Tokyo|blood|35.653443 N 139.744261 E|2016-07-15
1123299#Streptococcus castoreus DSM 17536#strain|host|culture_collection|country#DSM 17536|Castor fiber|DSM:17536|United Kingdom
1123299#Streptococcus castoreus DSM 17536#strain|culture_collection#DSM 17536|DSM:17536
862969#Streptococcus constellatus subsp. pharyngis C1050#strain|sub_species#C1050|pharyngis
873449#Streptococcus criceti HS-6#strain#HS-6
1302863#Streptococcus cristatus AS 1.3089#strain|gb_synonym|type_material|old_name#AS 1.3089|Streptococcus oligofermentans AS 1.3089|type strain of Streptococcus oligofermentans|Streptococcus oligofermentans AS 1.3089
1432788#Streptococcus cuniculi#strain|host|culture_collection|type_material|country|isolation_source|collection_date|collected_by#CCUG 65085|Oryctolagus cuniculus|CCUG:65085|type strain of Streptococcus cuniculi|Spain: Madrid|nasal|2014|Ana I. Vela
1123300#Streptococcus devriesei DSM 19639#strain|host|culture_collection|country|lat_lon|collection_date#DSM 19639|Equus caballus|DSM:19639|Sweden|59.8239 N 17.6543 E|2002
1123300#Streptococcus devriesei DSM 19639#strain|culture_collection#DSM 19639|DSM:19639
1123301#Streptococcus didelphis DSM 15616#strain|host|culture_collection|country|isolation_source#DSM 15616|Didelphidae|DSM:15616|USA|Skin lesions, spleen, liver and lungs of nine opossums
1123301#Streptococcus didelphis DSM 15616#strain|culture_collection#DSM 15616|DSM:15616
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000003
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000002
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000001
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000001
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000002
764290#Streptococcus downei MFe28#strain|serovar|type_material|old_name|note#NCTC 11391|Lancefield Group H|type strain of Streptococcus downei|Streptococcus downei|contig: ERS1434050SCcontig000003
759913#Streptococcus dysgalactiae subsp. equisimilis AC-2713#strain|sub_species|culture_collection#AC-2713|equisimilis|ATCC:BAA-338
1123302#Streptococcus entericus DSM 14446#strain|host|culture_collection|country|isolation_source|lat_lon#DSM 14446|Bos taurus|DSM:14446|Spain|Isolated by M.V.Latre-Cequiel|41.656 N 0.876 W
1123302#Streptococcus entericus DSM 14446#strain|culture_collection#DSM 14446|DSM:14446
40041#Streptococcus equi subsp. zooepidemicus#strain|sub_species|country|isolation_source|collection_date#H70|zooepidemicus|United Kingdom:Newmarket|nasal swab taken from a healthy Thoroughbred racehorse|2000
1335#Streptococcus equinus#strain|gb_acronym#AG46|Streptococcus bovis
1123303#Streptococcus ferus DSM 20646#strain|host|culture_collection|country|isolation_source#DSM 20646|Rat|DSM:20646|USA|Mouth of wild rat
1123303#Streptococcus ferus DSM 20646#strain|culture_collection#DSM 20646|DSM:20646
1258574#Streptococcus gallolyticus subsp. gallolyticus DSM 16831#strain|host|sub_species|culture_collection|country|isolation_source|collection_date#DSM 16831|koala|gallolyticus|DSM:16831|Australia: Brisbane|feces|1992
467705#Streptococcus gordonii str. Challis substr. CH1#strain|sub_strain|note#Challis|CH1|strain coidentity: CH1 = DL1 = V288 = ATCC 35105
1814128#Streptococcus halotolerans#strain|host|type_material|old_name|country|isolation_source|lat_lon|collection_date#HTS9|Marmota himalayana|type strain of Streptococcus halotolerans|Streptococcus sp. HTS9|China:Qinghai-Tibet Plateau|respiratory tract tissue|33.21 N 96.62 E|24-Oct-2014
1123304#Streptococcus henryi DSM 19005#strain|host|culture_collection|country#DSM 19005|Equus caballus|DSM:19005|Australia
1123304#Streptococcus henryi DSM 19005#strain|culture_collection#DSM 19005|DSM:19005
1888195#Streptococcus himalayensis#strain|host|old_name|genotype|country|isolation_source|lat_lon|collection_date|collected_by|identified_by|altitude#HTS2|marmota|Streptococcus sp. HTS2|whole genome|China|from the respiratory tract of Marmota himalayana|33.21 N 96.62 E|25-Oct-2013|Lina Niu|Lina Niu|3599.6 m.
1888195#Streptococcus himalayensis#old_name|strain|host|genotype|country|isolation_source|lat_lon|collection_date|collected_by|identified_by|altitude#Streptococcus sp. HTS2|HTS2|marmota|whole genome|China|from the respiratory tract of Marmota himalayana|33.21 N 96.62 E|25-Oct-2013|Lina Niu|Lina Niu|3599.6 m
910939#Streptococcus hongkongensis#strain|country|isolation_source|collection_date#CAIM 1895|China: Hong Kong|tissue|2010
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000007
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000006
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000005
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000004
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000003
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000002
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000001
1337#Streptococcus hyointestinalis#strain|serovar|type_material#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000001
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000002
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000003
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000004
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000005
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000006
1337#Streptococcus hyointestinalis#strain|serovar|type_material|note#NCTC12224|not available: to be reported later|type strain of Streptococcus hyointestinalis|contig: ERS901502SCcontig000007
1123305#Streptococcus hyovaginalis DSM 12219#strain|culture_collection|country|collection_date#DSM 12219|DSM:12219|Belgium|1990
1123305#Streptococcus hyovaginalis DSM 12219#strain|culture_collection#DSM 12219|DSM:12219
764299#Streptococcus ictaluri 707-05#strain|note#707-05|type strain of Streptococcus ictaluri 707-05
1069533#Streptococcus infantarius subsp. infantarius CJ18#strain|sub_species|country|isolation_source|collection_date#CJ18|infantarius|Kenya|suusac fermented camel milk|01-Jun-2008
1069533#Streptococcus infantarius subsp. infantarius CJ18#strain|sub_species|plasmid|country|isolation_source|collection_date#CJ18|infantarius|pSICJ18-1|Kenya|suusac fermented camel milk|01-Jun-2008
1069533#Streptococcus infantarius subsp. infantarius CJ18#strain|sub_species|chromosome|plasmid|country|isolation_source|collection_date#CJ18|infantarius|complete genome|pSICJ18-1|Kenya|suusac fermented camel milk|01-Jun-2008
1069533#Streptococcus infantarius subsp. infantarius CJ18#strain|sub_species|country|isolation_source|collection_date#CJ18|infantarius|Kenya|suusac fermented camel milk|01-Jun-2008
712633#Streptococcus sp. oral taxon 431#strain|host|country|isolation_source|lat_lon|collection_date#F0610 (5-114)|homo sapiens|USA: Bethesda, MD|cultured enamel chip|39 N 77.1 W|02-Oct-2014
712633#Streptococcus sp. oral taxon 431#strain#F0610 (5-114)
889204#Streptococcus infantis ATCC 700779#strain|host|culture_collection|isolation_source#ATCC 700779|Homo sapiens|ATCC:700779|airways
1346#Streptococcus iniae#strain|country|isolation_source|collection_date#YSFST01-82|South Korea: Jeju island|tissue from oliver flounder|2012-11-01
862967#Streptococcus intermedius B196#strain#B196
150055#Streptococcus lutetiensis#strain|serovar|chromosome#NCTC13774|not available: to be reported later|1
764298#Streptococcus macacae NCTC 11558#strain#NCTC 11558
1116231#Streptococcus macedonicus ACA-DC 198#strain|isolation_source#ACA-DC 198|traditional greek kasseri cheese
1116231#Streptococcus macedonicus ACA-DC 198#strain|plasmid|isolation_source#ACA-DC 198|pSMA198|traditional greek kasseri cheese
1116231#Streptococcus macedonicus ACA-DC 198#strain|plasmid#ACA-DC 198|pSMA198
1116231#Streptococcus macedonicus ACA-DC 198#strain|isolation_source#ACA-DC 198|traditional greek kasseri cheese
1123306#Streptococcus marimammalium DSM 18627#strain|host|culture_collection|country|isolation_source#DSM 18627|Halichoerus grypus|DSM:18627|United Kingdom|Isolated by Nil Davison
1123306#Streptococcus marimammalium DSM 18627#strain|culture_collection#DSM 18627|DSM:18627
1825069#Streptococcus marmotae#strain|host|type_material|old_name|plasmid|country|isolation_source|lat_lon|collection_date#HTS5|Marmota himalayana|type strain of Streptococcus marmotae|Streptococcus sp. HTS5|unnamed 2|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
1825069#Streptococcus marmotae#strain|host|type_material|old_name|plasmid|country|isolation_source|lat_lon|collection_date#HTS5|Marmota himalayana|type strain of Streptococcus marmotae|Streptococcus sp. HTS5|unnamed 1|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
1825069#Streptococcus marmotae#strain|host|old_name|country|isolation_source|lat_lon|collection_date#HTS5|Marmota himalayana|Streptococcus sp. HTS5|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
1825069#Streptococcus marmotae#strain|host|type_material|old_name|plasmid|country|isolation_source|lat_lon|collection_date#HTS5|Marmota himalayana|type strain of Streptococcus marmotae|Streptococcus sp. HTS5|unnamed 2|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
1825069#Streptococcus marmotae#strain|host|type_material|old_name|plasmid|country|isolation_source|lat_lon|collection_date#HTS5|Marmota himalayana|type strain of Streptococcus marmotae|Streptococcus sp. HTS5|unnamed 1|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
1825069#Streptococcus marmotae#old_name|strain|host|country|isolation_source|lat_lon|collection_date#Streptococcus sp. HTS5|HTS5|Marmota himalayana|China:Qinghai-Tibet Plateau|Glycerine|33.21 N 96.62 E|24-Oct-2014
