"sample_number"	"sample_name"	"number_reads_after_clipmerge_prior_mapping"	"number_reads_mapped_prior_rmdup"	"number_reads_mapped_prior_rmdup_qf"	"number_duplicates_removed"	"number_reads_mapped_after_rmdup"	"percent_endogenous_dna"	"percent_endogenous_dna_qf"	"cluster_factor"	"mean_fold_coverage"	"std_dev_coverage"	"percent_coverage_morethan_1x"	"percent_coverage_morethan_2x"	"percent_coverage_morethan_3x"	"percent_coverage_morethan_4x"	"percent_coverage_morethan_5x"	"frequency_damage_1st_base_3prime"	"frequency_damage_2nd_base_3prime"	"frequency_damage_1st_base_5prime"	"frequency_damage_2nd_base_5prime"	"average_fragment_length"	"median_fragment_length"	"percent_gc_content"	"species"	"mapping_params"
"Sample 98/107"	"PYK005.A0101"	21468513	33464	18017	350	17667	0.156	0.084	1.02	0.3502	0.7648	23.04	7.99	2.71	0.89	0.26	0.0617	0.0554	0.0583	0.0486	54.36	49	51.32	"Treponema_socranskii"	"strict"
"Sample 103/107"	"TAF017.A0101"	19456044	42376	20075	510	19565	0.218	0.103	1.026	0.3484	1.0015	16.12	10.2	3.69	2.13	1.1	0.2434	0.1071	0.2578	0.1102	39.11	36	40.33	"Streptococcos_gordonii"	"strict"
"Sample 31/107"	"FDM001.A0101"	4889751	45172	28819	734	28085	0.924	0.589	1.026	0.347	0.7035	25.87	6.38	1.57	0.44	0.16	0.086	0.0582	0.0782	0.0568	42.62	39	65.54	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 71/107"	"MTM004.A0101"	4106490	39875	28849	2548	26301	0.971	0.703	1.097	0.3469	0.6811	26.56	6.13	1.29	0.34	0.14	0.0432	0.0372	0.0441	0.0354	45.5	42	66.09	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 51/107"	"JAE013.A0101"	38954329	11161	8735	459	8276	0.029	0.022	1.055	0.3434	2.3883	24.16	4.75	0.96	0.33	0.25	0.0113	0.0113	0.0148	0.0128	77.86	76	60.33	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 19/107"	"EBO008.A0101"	11592824	43169	26789	707	26082	0.372	0.231	1.027	0.342	0.7496	24.52	6.74	1.7	0.51	0.22	0.0632	0.0535	0.0696	0.055	45.23	42	66.15	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 88/107"	"OME002.A0101"	13994463	41356	14139	580	13559	0.296	0.101	1.043	0.3417	3.3674	3.72	2.39	1.86	1.56	1.36	0.0611	0.051	0.0641	0.0574	55.35	49	41.85	"Streptococcos_gordonii"	"relaxed"
"Sample 62/107"	"LIS001.A0101"	10615930	24811	17078	360	16718	0.234	0.161	1.022	0.3411	0.6873	24.91	6.8	1.8	0.45	0.1	0.0672	0.0636	0.0712	0.06	55.94	51	50.64	"Treponema_socranskii"	"relaxed"
"Sample 7/107"	"CDC005.A0101"	4526782	22299	13489	713	12776	0.493	0.298	1.056	0.3403	0.9815	23.99	6.06	1.44	0.51	0.29	0.06	0.0426	0.0655	0.0495	49.96	46	59.75	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 46/107"	"JAE007.A0101"	66419551	18594	11767	184	11583	0.028	0.018	1.016	0.3384	0.6469	26.24	6.04	1.19	0.25	0.07	0.0103	0.011	0.0073	0.0127	80.1	76	49.92	"Treponema_socranskii"	"strict"
"Sample 38/107"	"GDN001.A0101"	30835470	42552	21566	4621	16945	0.138	0.07	1.273	0.3374	1.0691	14.57	8	4.63	2.74	1.59	0.3607	0.2065	0.3351	0.1754	43.74	41	44.33	"Streptococcos_gordonii"	"relaxed"
"Sample 88/107"	"OME002.A0101"	13994463	17720	13885	279	13606	0.127	0.099	1.021	0.3367	0.6152	27.05	5.61	0.89	0.1	0.01	0.0659	0.0551	0.0654	0.0545	67.86	67	48.24	"Treponema_socranskii"	"relaxed"
"Sample 88/107"	"OME002.A0101"	13994463	25479	12730	286	12444	0.182	0.091	1.023	0.3342	0.9205	22.23	5.68	1.81	0.94	0.67	0.0649	0.048	0.0667	0.0605	64.85	63	41.29	"Aggregatibacter_aphrophilus"	"strict"
"Sample 64/107"	"LIS003.A0101"	10417160	25925	17683	372	17311	0.249	0.17	1.021	0.3292	0.6666	24.48	6.37	1.6	0.35	0.08	0.0895	0.0969	0.096	0.0955	52.14	47	49.68	"Treponema_socranskii"	"relaxed"
"Sample 62/107"	"LIS001.A0101"	10615930	19025	10839	220	10619	0.179	0.102	1.021	0.3224	0.6733	24.27	5.69	1.49	0.47	0.17	0.0886	0.0691	0.0852	0.0708	66.69	65	41.87	"Streptococcos_gordonii"	"relaxed"
"Sample 10/107"	"CDC008.A0101"	15094966	44172	27956	754	27202	0.293	0.185	1.028	0.3209	0.6618	23.97	6.18	1.43	0.33	0.09	0.0851	0.0691	0.0806	0.0733	40.69	38	64.56	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 43/107"	"IBA001.A0101"	12987664	16165	12732	1620	11112	0.124	0.098	1.146	0.3159	5.0515	18.18	2.83	0.46	0.16	0.12	0.0773	0.0644	0.0694	0.0539	53.33	48	58.82	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 63/107"	"LIS002.A0101"	11561710	27585	18736	424	18312	0.239	0.162	1.023	0.3104	0.6345	23.65	5.76	1.29	0.27	0.04	0.0938	0.1047	0.0823	0.0978	46.48	43	49.7	"Treponema_socranskii"	"relaxed"
"Sample 55/107"	"KNP001.A0102"	16260023	26025	11428	252	11176	0.16	0.07	1.023	0.3095	0.9841	15.09	6.93	3.75	2.15	1.24	0.066	0.066	0.0809	0.0681	60.23	58	28.11	"Fusobacterium_nucleatum"	"strict"
"Sample 34/107"	"FUM003.A0101"	15708618	35280	23020	5508	17512	0.225	0.147	1.315	0.3081	0.6237	23.8	5.59	1.16	0.21	0.04	0.404	0.2348	0.4076	0.2384	42.48	38	41.23	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 29/107"	"ESA007.A0101"	9903431	22654	16286	329	15957	0.229	0.164	1.021	0.3077	0.6037	24.49	5.17	0.93	0.14	0.02	0.0695	0.0595	0.0702	0.0631	52.87	48	49.8	"Treponema_socranskii"	"relaxed"
"Sample 86/107"	"OAK004.A0101"	13488774	33719	17947	817	17130	0.25	0.133	1.048	0.3072	0.8028	20.32	6.19	2.4	0.91	0.33	0.1972	0.1391	0.1896	0.1339	44.94	41	55.35	"Rothia_dentocariosa"	"relaxed"
"Sample 26/107"	"ESA003.A0101"	10129501	15577	10764	280	10484	0.154	0.106	1.027	0.3055	1.1316	22.45	4.59	1.02	0.42	0.25	0.0451	0.0455	0.0452	0.0326	54.67	50	59.43	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 34/107"	"FUM003.A0101"	15708618	36339	19035	4720	14315	0.231	0.121	1.33	0.3029	0.9789	13.83	7.23	4.08	2.26	1.28	0.2789	0.1601	0.2716	0.1575	46.48	42	44.37	"Streptococcos_gordonii"	"relaxed"
"Sample 65/107"	"LOB001.A0101"	8770905	31556	17263	873	16390	0.36	0.197	1.053	0.3027	0.969	13.73	7.33	4.22	2.41	1.25	0.0276	0.0365	0.0313	0.0384	46.28	43	58.01	"Rothia_dentocariosa"	"relaxed"
"Sample 44/107"	"IBA002.A0101"	19022015	41335	23721	480	23241	0.217	0.125	1.021	0.3002	0.7261	21.23	5.64	1.7	0.62	0.3	0.0476	0.043	0.0491	0.0449	44.55	41	66.21	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 1/107"	"ABM006.A0101"	8057367	15350	12600	479	12121	0.191	0.156	1.04	0.3	1.4641	22.55	4.09	0.68	0.19	0.1	0.0877	0.0721	0.0989	0.0639	46.43	42	60.03	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 32/107"	"FUM001.A0101"	10808498	125271	95999	72641	23358	1.159	0.888	4.11	0.2996	0.6107	23.52	5.14	1	0.21	0.05	0.3167	0.1501	0.3028	0.1467	44.24	41	66.24	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 58/107"	"KNP005.A0102"	11095033	16705	10157	244	9913	0.151	0.092	1.025	0.2989	0.7276	19.43	6.82	2.41	0.82	0.27	0.0688	0.1066	0.0766	0.0902	65.57	65	27.93	"Fusobacterium_nucleatum"	"relaxed"
"Sample 38/107"	"GDN001.A0101"	30835470	87243	43731	20664	23067	0.283	0.142	1.896	0.2968	0.7166	21.98	5.3	1.34	0.4	0.16	0.2431	0.0972	0.2504	0.0958	44.39	39	66.04	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 86/107"	"OAK004.A0101"	13488774	27141	17696	753	16943	0.201	0.131	1.044	0.2968	0.5894	23.85	4.89	0.81	0.11	0.02	0.1548	0.071	0.1461	0.0684	48.03	42	48.45	"Treponema_socranskii"	"strict"
"Sample 46/107"	"JAE007.A0101"	66419551	20344	14040	5127	8913	0.031	0.021	1.575	0.2944	10.8036	2.84	0.62	0.5	0.47	0.45	0.0332	0.0333	0.0337	0.0261	62	59	56.37	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 85/107"	"OAK003.A0101"	17189509	27914	17010	411	16599	0.162	0.099	1.025	0.2936	0.6544	21.32	5.92	1.58	0.4	0.09	0.2172	0.1591	0.2116	0.144	48.51	43	50.16	"Treponema_socranskii"	"relaxed"
"Sample 88/107"	"OME002.A0101"	13994463	25813	11536	275	11261	0.184	0.082	1.024	0.2907	0.9729	14.02	6.43	3.51	2.01	1.21	0.0704	0.0683	0.0639	0.0663	56.12	51	29.32	"Fusobacterium_nucleatum"	"relaxed"
"Sample 40/107"	"GOY005.A0101"	9163118	25766	14715	371	14344	0.281	0.161	1.026	0.2898	0.659	20.93	5.84	1.55	0.42	0.12	0.311	0.2411	0.3086	0.2311	43.93	42	27.63	"Fusobacterium_nucleatum"	"relaxed"
"Sample 5/107"	"BIT001.A0101"	23239961	31600	12972	310	12662	0.136	0.056	1.024	0.2859	1.3499	8.57	5.06	3.51	2.66	2.05	0.0176	0.0182	0.0199	0.0181	56.59	52	55.41	"Rothia_dentocariosa"	"strict"
"Sample 82/107"	"MTS003.A0101"	7532301	13036	10928	659	10269	0.173	0.145	1.064	0.2854	2.0602	20.28	3.41	0.66	0.25	0.16	0.0748	0.0607	0.0696	0.0663	52.14	48	59.68	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 17/107"	"EBO001.A0101"	15767290	59591	19016	1151	17865	0.378	0.121	1.064	0.285	1.3663	8.65	5.1	3.52	2.55	1.94	0.0379	0.0318	0.0322	0.032	38.52	35	43.7	"Aggregatibacter_aphrophilus"	"strict"
"Sample 64/107"	"LIS003.A0101"	10417160	21858	13901	287	13614	0.21	0.133	1.021	0.2838	0.6167	22.46	4.42	0.94	0.27	0.12	0.1123	0.109	0.1018	0.0989	52.24	47	54.06	"Rothia_dentocariosa"	"relaxed"
"Sample 26/107"	"ESA003.A0101"	10129501	18622	11970	283	11687	0.184	0.118	1.024	0.2829	0.5933	22.35	4.79	0.9	0.18	0.04	0.0535	0.0454	0.0458	0.0468	58.45	55	42.9	"Aggregatibacter_aphrophilus"	"strict"
"Sample 91/107"	"OME007.A0101"	11490181	48459	11067	798	10269	0.422	0.096	1.078	0.2822	4.1851	1.67	1.17	0.99	0.87	0.8	0.0205	0.0273	0.0279	0.0284	60.35	58	41.7	"Streptococcos_gordonii"	"strict"
"Sample 81/107"	"MTS002.A0101"	6562562	25744	14094	694	13400	0.392	0.215	1.052	0.2821	0.9873	12.19	6.57	3.9	2.37	1.38	0.029	0.0376	0.0299	0.0357	52.76	49	57.9	"Rothia_dentocariosa"	"relaxed"
"Sample 21/107"	"ECO002.B0101"	24662284	26809	17119	411	16708	0.109	0.069	1.025	0.2812	0.5954	22.17	4.75	0.93	0.19	0.05	0.4852	0.2676	0.4692	0.2713	40.64	38	40.93	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 95/107"	"PYK002.A0101"	17218978	21779	12454	257	12197	0.126	0.072	1.021	0.2784	0.6058	21.49	4.9	1.11	0.24	0.06	0.1255	0.0787	0.125	0.0927	49.63	45	26.91	"Fusobacterium_nucleatum"	"strict"
"Sample 62/107"	"LIS001.A0101"	10615930	14584	9610	212	9398	0.137	0.091	1.023	0.2772	0.5875	22.01	4.7	0.8	0.14	0.03	0.1184	0.0885	0.1031	0.1081	64.15	60	28.5	"Fusobacterium_nucleatum"	"relaxed"
"Sample 90/107"	"OME005.A0101"	9470819	29139	11570	298	11272	0.308	0.122	1.026	0.2752	1.5381	10.51	3.83	2.35	1.66	1.29	0.0493	0.0527	0.0632	0.0477	58.95	54	42.85	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 8/107"	"CDC006.A0101"	15120313	39073	22168	405	21763	0.258	0.147	1.019	0.2749	0.7135	20.18	4.66	1.17	0.47	0.27	0.061	0.0483	0.0552	0.0491	43.57	41	65.28	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 14/107"	"DJA002.A0101"	11978137	34350	13885	569	13316	0.287	0.116	1.043	0.2743	0.7789	16.57	6.11	2.62	1.14	0.5	0.0703	0.0509	0.0562	0.0607	44.8	40	29.05	"Fusobacterium_nucleatum"	"strict"
"Sample 66/107"	"MOA001.A0101"	15176910	22155	14777	325	14452	0.146	0.097	1.022	0.274	0.6542	19.24	5.87	1.65	0.43	0.12	0.2616	0.1522	0.2456	0.1507	51.99	47	50.91	"Treponema_socranskii"	"relaxed"
"Sample 89/107"	"OME003.A0101"	13956736	14886	10909	207	10702	0.107	0.078	1.019	0.2731	0.563	22.19	4.38	0.66	0.07	0	0.04	0.0307	0.0434	0.0484	69.97	74	47.83	"Treponema_socranskii"	"strict"
"Sample 17/107"	"EBO001.A0101"	15767290	44916	18718	922	17796	0.285	0.119	1.052	0.273	0.8571	14.18	6.41	3.25	1.67	0.87	0.0261	0.0217	0.0234	0.023	42.07	38	51.77	"Treponema_socranskii"	"strict"
"Sample 68/107"	"MTM001.A0101"	3486856	33887	14771	1165	13606	0.972	0.424	1.086	0.2705	1.0019	12.5	5.79	3.19	1.9	1.19	0.0336	0.0431	0.0341	0.0364	48.01	44	46.05	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 43/107"	"IBA001.A0101"	12987664	33912	14404	327	14077	0.261	0.111	1.023	0.2634	0.917	12.54	6.3	3.48	1.9	0.99	0.0529	0.0473	0.0534	0.0443	46.89	43	57.4	"Rothia_dentocariosa"	"relaxed"
"Sample 78/107"	"MTM012.A0101"	10623025	29563	18027	769	17258	0.278	0.17	1.045	0.2633	0.6286	19.44	4.93	1.34	0.37	0.13	0.0311	0.0282	0.0365	0.0328	52.63	49	66.31	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 14/107"	"DJA002.A0101"	11978137	47069	24475	853	23622	0.393	0.204	1.036	0.2615	0.6953	18.37	5.11	1.43	0.46	0.22	0.027	0.0242	0.0277	0.0229	38.19	35	66.09	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 103/107"	"TAF017.A0101"	19456044	23129	16443	363	16080	0.119	0.085	1.023	0.261	0.7132	14.91	8.52	1.68	0.72	0.15	0.4803	0.2554	0.4526	0.2574	39.19	37	40.21	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 89/107"	"OME003.A0101"	13956736	30651	12198	286	11912	0.22	0.087	1.024	0.2589	1.2862	10.8	3.99	2.41	1.69	1.25	0.0601	0.0643	0.0639	0.0584	52.47	46	41.74	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 97/107"	"PYK004.A0101"	16708305	18794	11668	228	11440	0.112	0.07	1.02	0.2575	0.573	20.78	3.82	0.78	0.21	0.07	0.1463	0.1028	0.1259	0.116	54.34	49	44.42	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 86/107"	"OAK004.A0101"	13488774	18187	11661	581	11080	0.135	0.086	1.052	0.2561	1.1374	19.86	3.51	0.65	0.18	0.09	0.2032	0.0817	0.1964	0.0768	43.37	39	58.41	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 35/107"	"GDC002.A0101"	11300654	43699	23020	622	22398	0.387	0.204	1.028	0.256	0.6242	18.52	5.2	1.35	0.33	0.1	0.0333	0.0248	0.0335	0.0262	39.42	36	66.68	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 6/107"	"BSQ001.A0101"	10866912	28236	21590	479	21111	0.26	0.199	1.023	0.254	0.5308	21.43	3.43	0.46	0.07	0.01	0.2645	0.1417	0.2654	0.1464	41.5	38	64.95	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 58/107"	"KNP005.A0102"	11095033	16986	10591	214	10377	0.153	0.095	1.021	0.2532	0.6684	16.88	5.54	1.92	0.64	0.21	0.0632	0.069	0.072	0.0725	66.92	70	48.86	"Treponema_socranskii"	"relaxed"
"Sample 61/107"	"KNP009.A0102"	11345038	20873	9009	221	8788	0.184	0.079	1.025	0.253	0.8577	13.16	5.61	2.86	1.57	0.92	0.0862	0.0683	0.062	0.0755	62.61	60	28.51	"Fusobacterium_nucleatum"	"strict"
"Sample 41/107"	"GOY006.A0101"	3799236	38945	20507	330	20177	1.025	0.54	1.016	0.2524	0.5841	19.33	4.56	1.06	0.23	0.05	0.0813	0.0461	0.0793	0.0518	43.16	39	66.26	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 28/107"	"ESA006.A0101"	11233426	19596	9943	235	9708	0.174	0.089	1.024	0.2511	0.6598	18.25	4.12	1.44	0.65	0.33	0.0664	0.0556	0.0624	0.0594	56.82	52	42.49	"Streptococcos_gordonii"	"strict"
"Sample 103/107"	"TAF017.A0101"	19456044	26545	16522	773	15749	0.136	0.085	1.049	0.2508	0.694	14.44	8.1	1.58	0.67	0.16	0.3243	0.1362	0.315	0.1514	43.66	39	47.84	"Treponema_socranskii"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	29590	13120	887	12233	0.172	0.076	1.073	0.25	0.8488	12.67	5.79	2.98	1.62	0.87	0.2982	0.1758	0.2896	0.1571	44.9	42	43.97	"Streptococcos_gordonii"	"relaxed"
"Sample 45/107"	"JAE006.A0101"	87883942	14848	8670	133	8537	0.017	0.01	1.016	0.2488	0.5438	20.29	3.86	0.63	0.09	0.01	0.0056	0.0199	0.0135	0.0149	79.92	76	50.68	"Treponema_socranskii"	"strict"
"Sample 46/107"	"JAE007.A0101"	66419551	23523	10681	151	10530	0.035	0.016	1.014	0.2477	0.5348	20.98	3.14	0.44	0.1	0.04	0.01	0.0116	0.0108	0.0114	81.15	76	66.77	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 96/107"	"PYK003.A0101"	14732223	27605	13757	286	13471	0.187	0.093	1.021	0.2476	0.6493	16.78	5.35	1.81	0.58	0.17	0.0647	0.0521	0.069	0.0561	50.4	45	50.54	"Treponema_socranskii"	"strict"
"Sample 17/107"	"EBO001.A0101"	15767290	25967	12792	684	12108	0.165	0.081	1.056	0.2444	0.6376	17.65	4.87	1.31	0.32	0.09	0.0752	0.0836	0.0891	0.0939	43.9	41	30.27	"Fusobacterium_nucleatum"	"relaxed"
"Sample 53/107"	"JAE015.A0101"	57512281	17430	7017	159	6858	0.03	0.012	1.023	0.2438	0.6857	15.61	5.4	2.09	0.77	0.29	0.0553	0.0334	0.0438	0.0466	77.29	76	33.13	"Fusobacterium_nucleatum"	"relaxed"
"Sample 88/107"	"OME002.A0101"	13994463	13578	9879	193	9686	0.097	0.071	1.02	0.2397	0.5218	20.03	3.43	0.46	0.04	0	0.0382	0.0387	0.041	0.0355	67.85	67	48.06	"Treponema_socranskii"	"strict"
"Sample 56/107"	"KNP003.A0102"	10394445	26667	13830	277	13553	0.257	0.133	1.02	0.2386	0.644	16.38	5.09	1.56	0.47	0.16	0.0471	0.0393	0.0527	0.0432	60.72	58	65.72	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 82/107"	"MTS003.A0101"	7532301	36012	19100	836	18264	0.478	0.254	1.046	0.2381	0.5856	17.77	4.5	1.16	0.27	0.06	0.0223	0.017	0.0223	0.0222	44.96	41	66.84	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 30/107"	"ESA008.A0101"	9119930	19009	12790	248	12542	0.208	0.14	1.02	0.2373	0.5445	19.02	3.83	0.73	0.12	0.02	0.089	0.0771	0.0737	0.0675	51.89	47	49.65	"Treponema_socranskii"	"relaxed"
"Sample 63/107"	"LIS002.A0101"	11561710	35077	20206	633	19573	0.303	0.175	1.032	0.2369	1.0068	16.36	2.62	0.9	0.59	0.46	0.0762	0.0743	0.0685	0.0709	41.75	39	65.52	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 20/107"	"EBO009.A0101"	3668406	16662	10082	311	9771	0.454	0.275	1.032	0.2311	0.6188	18.22	3.48	0.7	0.21	0.11	0.0738	0.0449	0.0769	0.0555	44.37	40	60.66	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 97/107"	"PYK004.A0101"	16708305	19188	10271	240	10031	0.115	0.061	1.024	0.2306	0.594	17.07	4.28	1.16	0.33	0.11	0.1393	0.1037	0.1198	0.099	49.98	46	32.52	"Fusobacterium_nucleatum"	"relaxed"
"Sample 28/107"	"ESA006.A0101"	11233426	18222	12016	262	11754	0.162	0.107	1.022	0.2301	0.5484	18.06	3.94	0.82	0.16	0.02	0.1068	0.0947	0.1073	0.092	53.67	48	50.65	"Treponema_socranskii"	"relaxed"
"Sample 79/107"	"MTM013.A0101"	7105486	28186	11936	705	11231	0.397	0.168	1.063	0.2279	1.1457	7.08	4.33	2.97	2.19	1.64	0.0131	0.0236	0.0142	0.0228	50.86	46	56	"Rothia_dentocariosa"	"strict"
"Sample 87/107"	"OAK005.A0101"	16940328	25663	13604	296	13308	0.151	0.08	1.022	0.2269	0.541	18.04	3.68	0.77	0.16	0.03	0.1237	0.091	0.1301	0.0907	46.76	42	49.56	"Treponema_socranskii"	"strict"
"Sample 61/107"	"KNP009.A0102"	11345038	15511	9714	186	9528	0.137	0.086	1.02	0.2253	0.5637	17.12	4.09	0.99	0.24	0.06	0.0936	0.079	0.0908	0.0932	64.85	65	48.91	"Treponema_socranskii"	"relaxed"
"Sample 12/107"	"CDC010.A0101"	15031925	26361	14700	468	14232	0.175	0.098	1.033	0.2243	0.5605	17.13	4.04	0.94	0.23	0.06	0.1168	0.0794	0.1132	0.0923	43.22	41	49.86	"Treponema_socranskii"	"relaxed"
"Sample 50/107"	"JAE012.A0101"	62752277	14949	10106	3688	6418	0.024	0.016	1.575	0.2227	7.2975	0.78	0.57	0.52	0.49	0.47	0.0317	0.0368	0.0206	0.0224	65.13	67	57.35	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 45/107"	"JAE006.A0101"	87883942	11857	7502	1378	6124	0.013	0.009	1.225	0.2224	4.8328	8.93	0.95	0.45	0.39	0.36	0.017	0.0199	0.0141	0.0136	68.13	70	58.94	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 54/107"	"JAE016.A0101"	94564553	17478	6753	162	6591	0.018	0.007	1.025	0.2143	1.0284	14.64	2.87	1.03	0.55	0.33	0.0358	0.0292	0.0404	0.0333	78.49	76	44.84	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 64/107"	"LIS003.A0101"	10417160	16395	9797	184	9613	0.157	0.094	1.019	0.214	0.574	17.4	2.66	0.54	0.24	0.16	0.1264	0.1151	0.1295	0.1067	53.75	49	43.13	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 56/107"	"KNP003.A0102"	10394445	18635	8057	196	7861	0.179	0.078	1.025	0.2137	0.7139	12.44	4.82	2.16	1.01	0.47	0.0702	0.0743	0.0688	0.0635	59.12	57	28.55	"Fusobacterium_nucleatum"	"strict"
"Sample 74/107"	"MTM008.A0101"	5164298	28424	10805	924	9881	0.55	0.209	1.094	0.213	0.9321	9.63	4.42	2.47	1.52	1.01	0.0369	0.0443	0.0413	0.0362	52.06	48	48.14	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 80/107"	"MTS001.A0101"	6540914	36085	11444	609	10835	0.552	0.175	1.056	0.2126	1.3503	6.16	3.32	2.24	1.66	1.32	0.0244	0.0192	0.0189	0.016	47.36	42	46.51	"Aggregatibacter_aphrophilus"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	25647	13093	354	12739	0.346	0.176	1.028	0.2124	1.1601	7.21	4.02	2.63	1.86	1.38	0.0468	0.0418	0.0527	0.0511	57.51	52	64.38	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 50/107"	"JAE012.A0101"	62752277	20578	6795	231	6564	0.033	0.011	1.035	0.2121	1.5238	9.15	3.54	1.85	1.1	0.75	0.0207	0.0197	0.0197	0.0153	78.02	76	46.8	"Aggregatibacter_aphrophilus"	"strict"
"Sample 28/107"	"ESA006.A0101"	11233426	17754	10908	231	10677	0.158	0.097	1.022	0.2116	0.5116	18.15	2.42	0.32	0.08	0.04	0.1165	0.0869	0.1042	0.1062	49.67	45	54.47	"Rothia_dentocariosa"	"relaxed"
"Sample 97/107"	"PYK004.A0101"	16708305	18386	10798	207	10591	0.11	0.065	1.02	0.2108	0.5054	17.42	3.01	0.54	0.09	0.02	0.0735	0.0459	0.0689	0.0506	54.58	50	51.08	"Treponema_socranskii"	"strict"
"Sample 31/107"	"FDM001.A0101"	4889751	26583	12151	333	11818	0.544	0.248	1.028	0.2098	0.7097	11.95	4.82	2.21	1.06	0.51	0.0781	0.0574	0.0784	0.0517	42.86	40	43.96	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 91/107"	"OME007.A0101"	11490181	26498	8807	243	8564	0.231	0.077	1.028	0.2066	1.5818	5.39	2.35	1.7	1.39	1.17	0.0256	0.0261	0.0291	0.0302	58.24	54	42.02	"Aggregatibacter_aphrophilus"	"strict"
"Sample 87/107"	"OAK005.A0101"	16940328	17869	8671	191	8480	0.105	0.051	1.023	0.2063	0.6076	13.97	4.31	1.5	0.54	0.2	0.1702	0.1174	0.1749	0.1247	53.43	47	44.08	"Streptococcos_gordonii"	"relaxed"
"Sample 86/107"	"OAK004.A0101"	13488774	25848	11728	548	11180	0.192	0.087	1.049	0.2059	0.54	15.76	3.66	0.87	0.22	0.05	0.24	0.1479	0.2168	0.1539	40.04	37	27.45	"Fusobacterium_nucleatum"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	22085	7501	282	7219	0.298	0.101	1.039	0.2056	2.2272	2.47	1.62	1.29	1.1	0.99	0.0468	0.0618	0.0521	0.0475	62.54	61	42.38	"Streptococcos_gordonii"	"relaxed"
"Sample 74/107"	"MTM008.A0101"	5164298	23302	10001	897	9104	0.451	0.194	1.099	0.2033	1.1157	6.28	3.71	2.6	1.9	1.43	0.0203	0.0259	0.0228	0.025	55.97	53	56.91	"Rothia_dentocariosa"	"strict"
"Sample 77/107"	"MTM011.A0101"	4775010	21714	9371	476	8895	0.455	0.196	1.054	0.1994	0.8398	9.57	4.22	2.26	1.4	0.88	0.0327	0.0438	0.0322	0.0266	54.13	49	47.05	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 64/107"	"LIS003.A0101"	10417160	19723	8790	161	8629	0.189	0.084	1.019	0.199	0.6021	13.79	3.74	1.39	0.57	0.24	0.0571	0.0759	0.0615	0.0591	50.66	45	42.61	"Streptococcos_gordonii"	"strict"
"Sample 71/107"	"MTM004.A0101"	4106490	28014	16740	1451	15289	0.682	0.408	1.095	0.1989	0.4936	16.53	2.79	0.45	0.08	0.02	0.0248	0.0232	0.0229	0.0201	44.88	40	66.14	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 22/107"	"ECO004.B0101"	20400171	20281	11670	749	10921	0.099	0.057	1.069	0.1986	0.5069	16.75	2.5	0.39	0.08	0.03	0.5441	0.3463	0.4937	0.3495	39.55	37	25.29	"Fusobacterium_nucleatum"	"relaxed"
